0.4,0.9999998103856746,1,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0003333333333333333,0.0003333333333333333,0.0003333333333333333
0.4,0.9902441536158777,1,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.0003333333333333333,0.0003333333333333333,0.0003333333333333333
0.4,0.9902390919140729,1,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.0003333333333333333,0.0003333333333333333,0.0003333333333333333
0.4,0.9900654644959981,1,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0003333333333333333,0.0003333333333333333,0.0003333333333333333
0.4,0.9465208611634305,1,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.0003333333333333333,0.0003333333333333333,0.0003333333333333333
0.4,0.9898773543553825,1,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.0003333333333333333,0.0003333333333333333,0.0003333333333333333
0.4,0.9899174325072881,1,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,0.0003333333333333333,0.0003333333333333333,0.0003333333333333333
0.4,0.9899463334622051,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0003333333333333333,0.0003333333333333333,0.0003333333333333333
0.4,0.9905098364324316,1,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.0003333333333333333,0.0003333333333333333,0.0003333333333333333
0.4,0.9078463503631228,1,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.0003333333333333333,0.0003333333333333333,0.0003333333333333333
0.4,0.8902165654881342,1,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003333333333333333,0.0003333333333333333,0.0003333333333333333
